날짜,시도지역코드,발생건수(건)
2023-06-24,30,837
2023-06-24,31,502
2023-06-24,41,8325
2023-06-24,42,0
2023-06-24,43,858
2023-06-24,44,1461
2023-06-24,45,1135
2023-06-24,46,1062
2023-06-24,47,1404
2023-06-24,48,1869
2023-06-24,49,373
2023-06-24,99,29923
2023-06-25,11,368
2023-06-25,26,66
2023-06-25,27,42
2023-06-25,28,94
2023-06-25,29,69
2023-06-25,30,69
2023-06-25,31,32
2023-06-25,41,745
2023-06-25,42,0
2023-06-25,43,44
2023-06-25,44,95
2023-06-25,45,53
2023-06-25,46,52
2023-06-25,47,39
2023-06-25,48,87
2023-06-25,49,55
2023-06-25,99,1958
2023-06-26,11,9209
2023-06-26,26,3239
2023-06-26,27,2634
2023-06-26,28,2503
2023-06-26,29,1252
2023-06-26,30,1482
2023-06-26,31,772
2023-06-26,41,13475
2023-06-26,42,0
2023-06-26,43,1566
2023-06-26,44,2483
2023-06-26,45,2221
2023-06-26,46,1877
2023-06-26,47,2628
2023-06-26,48,3027
2023-06-26,49,950
2023-06-26,99,50757
2023-06-27,11,8136
2023-06-27,26,2751
2023-06-27,27,2295
2023-06-27,28,2271
2023-06-27,29,1013
2023-06-27,30,1221
2023-06-27,31,701
2023-06-27,41,11359
2023-06-27,42,0
2023-06-27,43,1350
2023-06-27,44,2149
2023-06-27,45,1864
2023-06-27,46,1622
2023-06-27,47,2328
2023-06-27,48,2756
2023-06-27,49,696
2023-06-27,99,43750
2023-06-28,11,7224
2023-06-28,26,2493
2023-06-28,27,2079
2023-06-28,28,1903
2023-06-28,29,875
2023-06-28,30,1166
2023-06-28,31,617
2023-06-28,41,10067
2023-06-28,42,0
2023-06-28,43,1258
2023-06-28,44,1792
2023-06-28,45,1612
2023-06-28,46,1324
2023-06-28,47,2100
2023-06-28,48,2424
2023-06-28,49,739
2023-06-28,99,38830
2023-06-29,11,5650
2023-06-29,26,2469
2023-06-29,27,2005
2023-06-29,28,1443
2023-06-29,29,797
2023-06-29,30,1046
2023-06-29,31,625
2023-06-29,41,8346
2023-06-29,42,0
2023-06-29,43,1104
2023-06-29,44,1575
2023-06-29,45,1554
2023-06-29,46,1379
2023-06-29,47,2031
2023-06-29,48,2466
2023-06-29,49,687
2023-06-29,99,34250
2023-06-30,11,8667
2023-06-30,26,2857
2023-06-30,27,2159
2023-06-30,28,2298
2023-06-30,29,1053
2023-06-30,30,1280
2023-06-30,31,687
2023-06-30,41,12148
2023-06-30,42,1
2023-06-30,43,1489
2023-06-30,44,2165
2023-06-30,45,1874
2023-06-30,46,1630
2023-06-30,47,2267
2023-06-30,48,2704
2023-06-30,49,582
2023-06-30,99,45195
2023-07-01,11,5657
2023-07-01,26,2172
2023-07-01,27,1610
2023-07-01,28,1562
2023-07-01,29,707
2023-07-01,30,814
2023-07-01,31,505
2023-07-01,41,8392
2023-07-01,42,0
2023-07-01,43,916
2023-07-01,44,1410
2023-07-01,45,1303
2023-07-01,46,987
2023-07-01,47,1398
2023-07-01,48,1924
2023-07-01,49,418
2023-07-01,99,30514
2023-07-02,11,368
2023-07-02,26,73
