날짜,시군구지역코드,발생건수(건)
2023-05-03,47720,182
2023-05-03,47730,285
2023-05-03,47750,184
2023-05-03,47760,68
2023-05-03,47770,274
2023-05-03,47820,304
2023-05-03,47830,235
2023-05-03,47840,313
2023-05-03,47850,976
2023-05-03,47900,487
2023-05-03,47920,197
2023-05-03,47930,404
2023-05-03,47940,60
2023-05-03,48121,1909
2023-05-03,48123,2212
2023-05-03,48125,1684
2023-05-03,48127,1802
2023-05-03,48129,2166
2023-05-03,48170,2900
2023-05-03,48220,1117
2023-05-03,48240,1080
2023-05-03,48250,5694
2023-05-03,48270,890
2023-05-03,48310,2712
2023-05-03,48330,3807
2023-05-03,48720,217
2023-05-03,48730,494
2023-05-03,48740,511
2023-05-03,48820,410
2023-05-03,48840,360
2023-05-03,48850,343
2023-05-03,48860,270
2023-05-03,48870,296
2023-05-03,48880,432
2023-05-03,48890,360
2023-05-03,49110,5299
2023-05-03,49130,1792
2023-05-04,11110,1626
2023-05-04,11140,1538
2023-05-04,11170,2546
2023-05-04,11200,4163
2023-05-04,11215,4177
2023-05-04,11230,4035
2023-05-04,11260,4594
2023-05-04,11290,5669
2023-05-04,11305,3356
2023-05-04,11320,3370
2023-05-04,11350,6191
2023-05-04,11380,5846
2023-05-04,11410,4014
2023-05-04,11440,4835
2023-05-04,11470,5797
2023-05-04,11500,7193
2023-05-04,11530,5439
2023-05-04,11545,2911
2023-05-04,11560,5548
2023-05-04,11590,4683
2023-05-04,11620,5552
2023-05-04,11650,5355
2023-05-04,11680,7039
2023-05-04,11710,9484
2023-05-04,11740,6671
2023-05-04,26110,388
2023-05-04,26140,1086
2023-05-04,26170,875
2023-05-04,26200,1190
2023-05-04,26230,4195
2023-05-04,26260,3584
2023-05-04,26290,3145
2023-05-04,26320,3095
2023-05-04,26350,5125
2023-05-04,26380,3859
2023-05-04,26410,2592
2023-05-04,26440,2720
2023-05-04,26470,2635
2023-05-04,26500,1818
2023-05-04,26530,2424
2023-05-04,26710,2620
2023-05-04,27110,1026
2023-05-04,27140,4262
2023-05-04,27170,1629
2023-05-04,27200,1506
2023-05-04,27230,5137
2023-05-04,27260,4988
2023-05-04,27290,6745
2023-05-04,27710,4266
2023-05-04,28110,2124
2023-05-04,28140,711
2023-05-04,28170,1
2023-05-04,28185,5593
2023-05-04,28200,6519
2023-05-04,28237,6082
2023-05-04,28245,3322
2023-05-04,28260,8668
2023-05-04,28710,621
2023-05-04,28720,210
2023-05-04,29110,1319
2023-05-04,29140,3213
2023-05-04,29155,2662
2023-05-04,29170,5188
2023-05-04,29200,5075
2023-05-04,30110,2891
2023-05-04,30140,2698
2023-05-04,30170,6355
2023-05-04,30200,5508
2023-05-04,30230,2313
2023-05-04,31110,2417
2023-05-04,31140,3839
2023-05-04,31170,2026
2023-05-04,31200,3263
2023-05-04,31710,2909
2023-05-04,36110,7080
2023-05-04,41111,3733
2023-05-04,41113,5506
2023-05-04,41115,2552
2023-05-04,41117,5659
2023-05-04,41131,3153
2023-05-04,41133,3105
2023-05-04,41135,6415
2023-05-04,41150,5920
2023-05-04,41171,3042
2023-05-04,41173,4619
2023-05-04,41190,10473
2023-05-04,41210,4163
2023-05-04,41220,8118
2023-05-04,41250,1047
2023-05-04,41271,3935
2023-05-04,41273,4071
2023-05-04,41281,7258
2023-05-04,41285,3293
2023-05-04,41287,3735
2023-05-04,41290,1259
2023-05-04,41310,2572
2023-05-04,41360,10208
2023-05-04,41370,3361
2023-05-04,41390,7756
2023-05-04,41410,3716
2023-05-04,41430,2296
2023-05-04,41450,5173
2023-05-04,41461,3526
2023-05-04,41463,5843
2023-05-04,41465,6094
2023-05-04,41480,6518
2023-05-04,41500,2560
2023-05-04,41550,2435
2023-05-04,41570,8101
2023-05-04,41590,15704
2023-05-04,41610,5140
2023-05-04,41630,3508
2023-05-04,41650,1270
2023-05-04,41670,1538
2023-05-04,41800,365
2023-05-04,41820,572
2023-05-04,41830,1209
2023-05-04,42110,3134
2023-05-04,42130,4484
2023-05-04,42150,1972
2023-05-04,42170,1108
2023-05-04,42190,516
2023-05-04,42210,1091
2023-05-04,42230,743
