날짜,시군구지역코드,발생건수(건)
2023-05-04,28110,157
2023-05-04,28140,66
2023-05-04,28170,0
2023-05-04,28185,390
2023-05-04,28200,730
2023-05-04,28237,564
2023-05-04,28245,349
2023-05-04,28260,642
2023-05-04,28710,51
2023-05-04,28720,14
2023-05-04,29110,126
2023-05-04,29140,310
2023-05-04,29155,266
2023-05-04,29170,530
2023-05-04,29200,404
2023-05-04,30110,364
2023-05-04,30140,364
2023-05-04,30170,688
2023-05-04,30200,421
2023-05-04,30230,232
2023-05-04,31110,208
2023-05-04,31140,376
2023-05-04,31170,151
2023-05-04,31200,218
2023-05-04,31710,260
2023-05-04,36110,530
2023-05-04,41111,301
2023-05-04,41113,417
2023-05-04,41115,215
2023-05-04,41117,415
2023-05-04,41131,334
2023-05-04,41133,328
2023-05-04,41135,453
2023-05-04,41150,525
2023-05-04,41171,283
2023-05-04,41173,329
2023-05-04,41190,880
2023-05-04,41210,354
2023-05-04,41220,574
2023-05-04,41250,95
2023-05-04,41271,336
2023-05-04,41273,297
2023-05-04,41281,464
2023-05-04,41285,268
2023-05-04,41287,374
2023-05-04,41290,76
2023-05-04,41310,264
2023-05-04,41360,844
2023-05-04,41370,236
2023-05-04,41390,641
2023-05-04,41410,265
2023-05-04,41430,183
2023-05-04,41450,391
2023-05-04,41461,273
2023-05-04,41463,428
2023-05-04,41465,365
2023-05-04,41480,518
2023-05-04,41500,184
2023-05-04,41550,228
2023-05-04,41570,516
2023-05-04,41590,965
2023-05-04,41610,437
2023-05-04,41630,299
2023-05-04,41650,147
2023-05-04,41670,102
2023-05-04,41800,59
2023-05-04,41820,51
2023-05-04,41830,180
2023-05-04,42110,217
2023-05-04,42130,296
2023-05-04,42150,225
2023-05-04,42170,127
2023-05-04,42190,153
2023-05-04,42210,74
2023-05-04,42230,109
2023-05-04,42720,51
2023-05-04,42730,32
2023-05-04,42750,56
2023-05-04,42760,30
2023-05-04,42770,51
2023-05-04,42780,45
2023-05-04,42790,19
2023-05-04,42800,19
2023-05-04,42810,24
2023-05-04,42820,23
2023-05-04,42830,48
2023-05-04,43111,264
2023-05-04,43112,228
2023-05-04,43113,300
2023-05-04,43114,324
2023-05-04,43130,227
